folio;depto;area;s09a_01;s09a_01a;s09a_02;s09a_02a;s09a_03;s09a_03a;s09a_04;s09a_04a;s09a_05;s09a_05a;s09a_06;s09a_06a;s09a_07;s09a_07a;s09a_08;s09a_08a;s09a_09;s09a_09a;s09a_10;s09a_11;s09a_11a;s09a_12;s09a_12a;s09a_13;s09a_13a;s09a_14;s09a_14a;s09a_15;s09a_15a;s09a_16;s09a_16a;s09a_17;s09a_17a;upm;estrato;factor
112-00418486964-A-0101;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00418486964-A;12;146,976198697701
112-00418939242-A-0021;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0031;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0051;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0061;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0081;Chuquisaca;Urbana;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0091;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0111;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0121;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0141;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0151;Chuquisaca;Urbana;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0171;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0181;Chuquisaca;Urbana;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00418939242-A;12;86,3860106631386
112-00419387510-A-0011;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0031;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0051;Chuquisaca;Urbana;1. Si;2. No;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0081;Chuquisaca;Urbana;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0101;Chuquisaca;Urbana;1. Si;1. Si;1. Si;2. No;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0121;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0151;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0171;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0191;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0221;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0241;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-00419387510-A;12;110,664431960622
112-00419387510-A-0261;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;110,664431960622
112-04162832950-A-0011;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0031;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0051;Chuquisaca;Urbana;1. Si;2. No;2. No; ;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0081;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0101;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0121;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0141;Chuquisaca;Urbana;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0171;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0191;Chuquisaca;Urbana;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;112-04162832950-A;12;190,958549886938
112-04162832950-A-0211;Chuquisaca;Urbana;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0231;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04162832950-A;12;190,958549886938
112-04162832950-A-0261;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04162832950-A;12;190,958549886938
112-04180762527-A-0011;Chuquisaca;Urbana;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;112-04180762527-A;12;162,373705227936
112-04180762527-A-0041;Chuquisaca;Urbana;1. Si;2. No;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0061;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0091;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0111;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0131;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0161;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0181;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0211;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0231;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0251;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04180762527-A;12;162,373705227936
112-04180762527-A-0281;Chuquisaca;Urbana;2. No; ;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;162,373705227936
112-04186909291-A-0041;Chuquisaca;Urbana;2. No; ;1. Si;2. No;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0081;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0121;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0151;Chuquisaca;Urbana;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0191;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;3. NO SABE/NO RESPONDE; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;3. NO SABE/NO RESPONDE; ;2. No; ;2. No; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0231;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0271;Chuquisaca;Urbana;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0301;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0341;Chuquisaca;Urbana;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0381;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0421;Chuquisaca;Urbana;1. Si;1. Si;3. NO SABE/NO RESPONDE; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04186909291-A;12;241,880829856788
112-04186909291-A-0451;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04186909291-A;12;241,880829856788
112-04191922677-A-0021;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0031;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0051;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0071;Chuquisaca;Urbana;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0091;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0101;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0121;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0141;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0161;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0171;Chuquisaca;Urbana;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0191;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
112-04191922677-A-0211;Chuquisaca;Urbana;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;112-04191922677-A;12;112,877720599834
113-00416192437-A-0011;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0021;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0031;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0051;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0061;Chuquisaca;Urbana;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0071;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0091;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0101;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0111;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0131;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0141;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00416192437-A;13;240,761698964849
113-00416192437-A-0151;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;240,761698964849
113-00417388480-A-0031;Chuquisaca;Urbana;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00417388480-A;13;164,15570383967
113-00417388480-A-0051;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00417388480-A;13;164,15570383967
113-00417388480-A-0081;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00417388480-A;13;164,15570383967
113-00417388480-A-0101;Chuquisaca;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00417388480-A;13;164,15570383967
113-00417388480-A-0131;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00417388480-A;13;164,15570383967
113-00417388480-A-0151;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;164,15570383967
113-00417388480-A-0181;Chuquisaca;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00417388480-A;13;164,15570383967
113-00417388480-A-0201;Chuquisaca;Urbana;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;113-00417388480-A;13;164,15570383967
