folio;depto;area;s10b_10_01;s10b_10_02;s10b_10_03;s10b_10_04;s10b_10_05;s10b_10_06;s10b_10_07;s10b_10_08;s10b_10_09;s10b_10_10;s10b_10_11;s10b_10_12;s10b_10_13;s10b_10_14;s10b_10_15;s10b_10_16;s10b_10_17;s10b_10_18;s10b_10_19;s10b_10_20;s10b_10_21;s10b_10_22;s10b_10_23;s10b_10_24;s10b_10_25;s10b_10_26;s10b_10_27;s10b_10_28;s10b_10_29;s10b_10_30;s10b_10_31;s10b_10_32;s10b_11_01;s10b_11_02;s10b_11_03;s10b_11_04;s10b_11_05;s10b_11_06;s10b_11_07;s10b_11_08;s10b_12_01;s10b_12_02;s10b_12_03;s10b_13_01;s10b_13_02;s10b_13_03;s10b_13_04;s10b_13_05;s10b_13_06;s10b_13_07;s10b_13_08;s10b_13_09;s10b_13_10;s10b_13_11;s10b_13_12;s10b_13_13;s10b_13_14;upm;estrato;factor
261-06150967636-A-0051;La Paz;Urbana;35;130;0;0;0;0;50;0;20;0;0;0;30;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;150;0;180;0;0;0;0;0;0;0;0;0;0;0;0;100;600;0;0;0;0;0;0;0;261-06150967636-A;11;131,278138800536
261-06150967636-A-0061;La Paz;Urbana;30;90;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;261-06150967636-A;11;131,278138800536
261-06150967636-A-0081;La Paz;Urbana;40;200;0;0;0;5;30;0;12;0;0;0;0;0;20;0;0;40;0;0;20;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06150967636-A;11;131,278138800536
261-06150967636-A-0091;La Paz;Urbana;60;160;0;0;0;10;55;0;24;0;0;0;65;72;250;0;0;80;0;0;30;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;150;200;0;0;0;0;0;0;0;261-06150967636-A;11;131,278138800536
261-06150967636-A-0111;La Paz;Urbana;60;200;0;0;0;10;60;0;12;0;0;0;160;0;0;0;0;150;0;0;20;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;230;0;0;0;0;0;0;0;261-06150967636-A;11;131,278138800536
261-06150967636-A-0121;La Paz;Urbana;20;50;80;10;0;10;20;0;0;0;0;0;20;0;0;0;0;30;10;0;25;0;0;0;0;0;0;0;0;50;20;0;0;200;100;100;0;0;0;0;0;0;0;0;0;0;0;35;150;150;0;22;0;0;0;0;0;261-06150967636-A;11;131,278138800536
261-06150967636-A-0141;La Paz;Urbana;10;0;0;0;0;0;15;0;0;0;0;0;0;30;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06150967636-A;11;131,278138800536
261-06150967636-A-0151;La Paz;Urbana;38;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06150967636-A;11;131,278138800536
261-06150967636-A-0171;La Paz;Urbana;30;100;0;0;0;0;60;20;30;0;0;60;100;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;70;0;0;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;150;0;0;0;0;100;0;0;261-06150967636-A;11;131,278138800536
261-06150967636-A-0181;La Paz;Urbana;15;20;0;10;0;0;50;0;0;0;0;0;50;0;0;0;0;25;10;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;250;0;20;0;0;0;0;0;261-06150967636-A;11;131,278138800536
261-06153891897-A-0011;La Paz;Urbana;30;90;0;6;0;0;50;0;20;0;0;0;30;0;0;0;0;60;15;0;0;0;0;0;0;0;0;0;0;100;20;0;0;200;0;600;0;0;40;0;0;0;0;0;0;0;50;0;100;120;0;0;0;0;0;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0021;La Paz;Urbana;30;150;0;15;0;0;25;24;0;0;0;0;50;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;250;50;35;0;0;0;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0041;La Paz;Urbana;40;200;0;0;0;5;25;78;12;0;0;0;25;0;0;0;0;50;6;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;75;120;0;0;0;0;0;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0051;La Paz;Urbana;60;80;0;12;0;0;50;35;20;0;0;0;30;0;50;0;0;80;10;0;0;0;0;0;0;0;0;0;0;150;0;0;0;120;0;150;0;0;100;0;0;0;0;0;0;0;0;0;150;150;0;0;0;0;0;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0061;La Paz;Urbana;32;130;0;25;0;0;25;15;0;0;0;0;100;0;0;0;0;58;10;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;180;0;0;0;0;130;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0071;La Paz;Urbana;30;60;0;20;0;0;15;103;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;500;30;20;0;0;0;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0081;La Paz;Urbana;25;18;0;0;0;0;23;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0091;La Paz;Urbana;40;150;0;0;0;5;12;0;12;0;0;0;60;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;150;200;0;0;0;0;0;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0111;La Paz;Urbana;32;180;0;80;0;20;35;10;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;50;0;0;120;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0121;La Paz;Urbana;25;80;0;24;0;0;16;0;10;0;0;0;0;0;0;0;30;50;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0131;La Paz;Urbana;30;80;0;0;0;10;35;0;15;0;0;0;0;0;80;0;0;50;5;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;25;0;0;25;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06153891897-A;11;185,06570955909
261-06153891897-A-0141;La Paz;Urbana;35;100;0;0;0;0;35;10;0;0;0;0;50;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288;195;0;0;0;0;100;0;0;261-06153891897-A;11;185,06570955909
261-06156786783-A-0021;La Paz;Urbana;20;0;0;0;0;0;30;0;0;0;0;50;10;0;0;0;0;45;30;0;15;0;0;0;0;0;0;0;0;0;0;0;0;150;50;0;0;38;0;0;0;0;0;0;0;0;0;0;250;500;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0041;La Paz;Urbana;20;50;0;0;0;10;35;0;0;0;0;0;0;0;0;0;0;0;5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;100;120;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0051;La Paz;Urbana;80;80;0;0;0;0;50;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;300;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0071;La Paz;Urbana;20;30;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0091;La Paz;Urbana;50;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0101;La Paz;Urbana;50;20;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0121;La Paz;Urbana;20;60;0;12;0;10;0;0;0;0;0;80;20;0;0;0;0;30;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;50;0;500;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0141;La Paz;Urbana;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;10;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;500;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0151;La Paz;Urbana;30;0;0;0;0;15;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0171;La Paz;Urbana;30;40;0;0;0;0;15;0;0;0;0;0;0;0;20;0;0;0;40;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;100;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0191;La Paz;Urbana;50;40;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06156786783-A-0201;La Paz;Urbana;70;100;0;0;0;0;30;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;150;0;0;0;0;0;0;0;261-06156786783-A;11;183,916233102201
261-06160512500-A-0011;La Paz;Urbana;25;250;50;0;0;0;20;40;20;0;0;0;0;0;0;0;0;200;30;0;40;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;100;150;0;0;0;0;150;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0031;La Paz;Urbana;30;150;0;0;0;0;50;35;24;0;0;0;160;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;80;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;600;10;0;0;0;0;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0051;La Paz;Urbana;40;250;0;0;0;0;50;30;30;0;0;0;50;0;0;0;0;200;30;0;20;0;0;0;0;0;0;0;0;50;0;0;0;140;200;90;0;0;0;0;0;0;0;0;0;0;0;0;250;300;0;0;0;0;170;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0081;La Paz;Urbana;20;120;0;0;0;0;15;0;10;0;0;0;0;0;200;0;0;0;0;0;28;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0101;La Paz;Urbana;10;500;0;0;0;0;50;0;10;0;0;200;100;0;0;0;0;50;20;0;0;0;0;0;0;0;0;0;0;100;196;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;100;500;0;0;0;0;0;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0121;La Paz;Urbana;10;500;0;0;0;0;30;10;20;0;0;0;250;0;300;0;50;0;20;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0151;La Paz;Urbana;10;500;0;0;0;0;30;0;20;0;0;200;20;0;100;0;100;50;20;0;0;0;0;0;0;0;0;0;0;130;0;0;0;0;200;0;0;0;0;0;27;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0171;La Paz;Urbana;10;300;0;0;0;0;0;90;15;0;0;0;0;0;100;0;100;50;20;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;100;200;0;0;0;0;0;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0191;La Paz;Urbana;100;120;0;0;0;0;50;0;50;0;0;0;0;0;200;0;200;100;20;0;100;1200;0;0;0;0;0;0;0;300;100;0;0;150;0;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;400;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0221;La Paz;Urbana;16;520;0;0;0;0;30;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;100;0;0;0;0;110;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0241;La Paz;Urbana;50;600;30;0;0;0;60;0;32;0;0;0;60;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;80;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;200;0;0;0;0;120;0;0;261-06160512500-A;11;179,457657754269
261-06160512500-A-0261;La Paz;Urbana;20;40;0;40;75;24;30;15;16;0;0;0;120;0;0;0;0;30;7;0;80;0;5300;0;0;0;0;0;0;40;0;0;0;700;70;80;0;0;0;0;0;0;36;0;0;0;0;0;200;500;160;0;0;0;0;400;0;261-06160512500-A;11;179,457657754269
261-06166061779-A-0021;La Paz;Urbana;35;100;0;0;0;20;25;0;0;0;0;0;100;0;600;0;500;100;20;180;0;0;0;0;0;0;0;0;0;150;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0031;La Paz;Urbana;30;50;0;10;0;10;20;0;0;0;0;100;20;50;100;50;0;50;10;15;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;400;150;0;0;0;0;150;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0051;La Paz;Urbana;20;120;0;0;0;0;25;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;50;0;180;500;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0071;La Paz;Urbana;20;0;0;80;0;0;28;0;0;0;0;0;40;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;22,5;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0091;La Paz;Urbana;15;50;0;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;200;350;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0111;La Paz;Urbana;20;100;0;12;0;10;20;0;0;0;0;0;0;50;300;50;100;20;10;0;20;0;0;0;0;0;0;0;0;0;50;180;0;0;150;0;40;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0131;La Paz;Urbana;40;48;0;0;0;10;35;16;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;450;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0151;La Paz;Urbana;30;60;0;0;0;5;30;0;0;0;0;0;60;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;80;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0171;La Paz;Urbana;50;120;0;0;0;5;60;0;0;0;0;0;100;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;200;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0191;La Paz;Urbana;30;25;0;0;0;0;35;0;10;0;0;0;0;0;30;0;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0211;La Paz;Urbana;20;80;0;0;0;0;30;16;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
261-06166061779-A-0231;La Paz;Urbana;50;100;0;0;0;10;60;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;300;0;0;0;0;0;0;0;261-06166061779-A;11;347,47031182523
262-06008956165-A-0011;La Paz;Urbana;20;280;0;0;0;0;20;0;10;0;0;0;40;0;240;0;0;0;10;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;100;0;200;200;20;0;0;0;0;0;0;262-06008956165-A;12;148,949583976409
262-06008956165-A-0031;La Paz;Urbana;10;40;0;0;0;10;25;15;30;0;0;60;30;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;100;0;0;0;500;450;300;0;0;80;120;0;600;0;0;0;0;120;0;500;200;0;0;0;0;0;700;0;262-06008956165-A;12;148,949583976409
262-06008956165-A-0061;La Paz;Urbana;20;60;0;0;0;10;30;18;25;0;0;0;40;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;500;0;0;0;0;0;0;0;262-06008956165-A;12;148,949583976409
262-06008956165-A-0081;La Paz;Urbana;50;60;0;0;0;0;40;0;10;0;0;300;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;262-06008956165-A;12;148,949583976409
262-06008956165-A-0101;La Paz;Urbana;30;50;0;0;0;0;0;0;10;0;0;0;0;75;300;100;300;150;0;500;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06008956165-A;12;148,949583976409
262-06008956165-A-0121;La Paz;Urbana;80;60;0;0;0;5;15;15;20;0;0;250;100;0;0;100;0;0;24;0;0;0;0;520;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;700;0;0;0;0;0;200;0;262-06008956165-A;12;148,949583976409
262-06008956165-A-0141;La Paz;Urbana;20;360;0;0;0;0;20;50;15;0;0;0;0;0;50;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;262-06008956165-A;12;148,949583976409
262-06009058457-A-0161;La Paz;Urbana;15;200;0;0;0;0;0;30;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;0;0;200;0;0;0;0;0;0;25;0;0;0;0;0;0;0;700;1000;50;0;0;0;0;0;0;262-06009058457-A;12;148,949583976409
262-06009058457-A-0191;La Paz;Urbana;50;50;0;0;0;0;30;20;20;0;0;0;150;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;1300;300;50;0;0;0;0;0;0;262-06009058457-A;12;148,949583976409
262-06009058457-A-0211;La Paz;Urbana;10;20;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06009058457-A;12;148,949583976409
262-06009058457-A-0231;La Paz;Urbana;20;25;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;50;0;0;0;0;150;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;262-06009058457-A;12;148,949583976409
262-06009058457-A-0251;La Paz;Urbana;50;0;0;0;0;30;30;100;0;0;0;0;0;0;0;0;100;100;0;100;30;0;0;0;0;0;0;0;0;50;0;0;0;100;150;50;0;30;0;0;0;0;0;0;0;0;150;0;250;300;300;0;0;0;0;0;0;262-06009058457-A;12;148,949583976409
262-06019219728-A-0011;La Paz;Urbana;10;150;0;0;0;0;0;0;0;0;0;0;25;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0021;La Paz;Urbana;0;90;0;0;0;5;25;0;0;0;0;0;20;0;45;0;0;25;4;0;0;0;0;0;0;0;0;0;60;20;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;90;0;350;300;0;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0031;La Paz;Urbana;0;150;0;0;20;0;30;0;0;0;0;0;25;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0041;La Paz;Urbana;0;30;0;0;0;0;0;60;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199,999992370605;0;0;0;0;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0051;La Paz;Urbana;30;140;0;0;0;5;36;14;40;0;500;0;500;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;120;0;0;0;550;150;270;0;0;0;0;2000;0;30;0;60;0;0;0;1000;1000;40;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0061;La Paz;Urbana;20;30;0;0;0;0;15;25;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;100;100;100;50;50;0;0;0;0;0;0;25;0;0;0;0;0;0;0;600;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0071;La Paz;Urbana;15;12;0;0;0;0;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;250;350;0;0;0;0;650;0;0;0;45;0;0;480;560;620;0;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0081;La Paz;Urbana;80;100;0;0;0;0;0;0;0;0;0;0;20;0;100;0;0;20;20;0;6;0;0;0;0;0;0;0;0;100;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0091;La Paz;Urbana;20;300;0;10;0;10;15;7;15;0;300;200;80;0;22;50;0;100;20;0;40;0;0;0;0;0;0;40;50;200;60;0;0;0;200;500;0;0;0;0;100;0;0;0;0;0;0;0;200;200;0;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0101;La Paz;Urbana;45;40;0;12;0;5;12;9;20;0;0;0;30;0;0;0;0;40;12;0;0;0;0;0;0;0;0;0;0;400;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0111;La Paz;Urbana;100;100;0;10;0;10;15;10;10;0;0;0;25;0;0;0;0;0;10;300;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06019219728-A-0121;La Paz;Urbana;25;180;0;0;0;15;15;7;0;0;0;0;150;50;0;0;0;50;15;0;0;0;0;0;0;0;0;0;0;150;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;110;0;0;0;0;0;0;0;262-06019219728-A;12;114,576603058777
262-06021194555-A-0111;La Paz;Urbana;45;80;0;0;0;45;40;15;0;0;0;200;200;0;300;0;0;200;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06021194555-A;11;105,751834033766
262-06021194555-A-0131;La Paz;Urbana;10;0;0;0;0;0;0;0;0;0;0;0;18;0;150;0;0;0;14;20;0;0;0;0;0;0;0;0;0;80;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06021194555-A;11;105,751834033766
262-06021194555-A-0151;La Paz;Urbana;0;200;0;10;0;50;10;0;15;0;0;0;25;50;250;90;300;80;20;50;40;0;0;0;0;0;0;0;0;60;50;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262-06021194555-A;11;105,751834033766
262-06021194555-A-0171;La Paz;Urbana;22;16,5;0;0;0;0;20;7;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;150;0;0;0;75;75;0;20;0;0;0;0;165;0;0;15;0;40;0;465;496;83,5;0;0;0;0;0;100;262-06021194555-A;11;105,751834033766
262-06021194555-A-0181;La Paz;Urbana;10;120;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;50;30;0;0;0;200;95;0;0;0;0;0;0;0;0;0;0;0;0;0;300;200;0;0;0;0;0;0;0;262-06021194555-A;11;105,751834033766
