folio;depto;area;s10b_10_01;s10b_10_02;s10b_10_03;s10b_10_04;s10b_10_05;s10b_10_06;s10b_10_07;s10b_10_08;s10b_10_09;s10b_10_10;s10b_10_11;s10b_10_12;s10b_10_13;s10b_10_14;s10b_10_15;s10b_10_16;s10b_10_17;s10b_10_18;s10b_10_19;s10b_10_20;s10b_10_21;s10b_10_22;s10b_10_23;s10b_10_24;s10b_10_25;s10b_10_26;s10b_10_27;s10b_10_28;s10b_10_29;s10b_10_30;s10b_10_31;s10b_10_32;s10b_11_01;s10b_11_02;s10b_11_03;s10b_11_04;s10b_11_05;s10b_11_06;s10b_11_07;s10b_11_08;s10b_12_01;s10b_12_02;s10b_12_03;s10b_13_01;s10b_13_02;s10b_13_03;s10b_13_04;s10b_13_05;s10b_13_06;s10b_13_07;s10b_13_08;s10b_13_09;s10b_13_10;s10b_13_11;s10b_13_12;s10b_13_13;s10b_13_14;upm;estrato;factor
713-05197397732-A-0171;Santa Cruz;Urbana;70;0;0;0;300;0;40;50;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05197397732-A;13;437,304785521848
713-05197397732-A-0201;Santa Cruz;Urbana;70;300;0;0;250;0;15;30;40;0;0;0;0;0;560;0;300;0;0;0;0;0;0;0;0;0;0;0;0;260;0;130;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;130;0;0;713-05197397732-A;13;437,304785521848
713-05197397732-A-0231;Santa Cruz;Urbana;80;0;0;0;50;0;30;0;50;0;0;0;60;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;800;10;0;0;0;1500;0;0;713-05197397732-A;13;437,304785521848
713-05197397732-A-0261;Santa Cruz;Urbana;100;20;0;0;0;0;100;18;0;0;0;0;0;0;0;0;0;120;0;0;20;0;0;0;0;0;0;0;0;100;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05197397732-A;13;437,304785521848
713-05197397732-A-0291;Santa Cruz;Urbana;70;40;0;12;400;0;120;30;0;0;600;0;150;240;50;0;300;0;50;0;60;0;0;0;0;0;0;0;300;200;180;180;0;0;0;450;0;0;0;0;0;200;0;0;0;0;0;0;400;250;0;0;0;0;250;0;0;713-05197397732-A;13;437,304785521848
713-05197397732-A-0321;Santa Cruz;Urbana;120;800;0;0;0;0;100;100;40;0;450;400;25;0;0;0;0;70;50;0;15;0;2500;0;100;0;0;0;800;150;68;68;0;220;100;80;0;30;0;0;0;250;0;0;0;0;250;0;200;550;0;0;4000;0;0;0;0;713-05197397732-A;13;437,304785521848
713-05197397732-A-0351;Santa Cruz;Urbana;50;400;0;0;0;30;50;30;0;0;0;0;200;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;50;200;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;160;0;200;250;200;0;0;0;0;0;0;713-05197397732-A;13;437,304785521848
713-05199491481-A-0021;Santa Cruz;Urbana;100;60;0;0;0;0;30;30;40;0;0;40;200;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;0;100;140;0;0;0;0;200;0;0;0;0;0;450;40;0;0;0;0;0;1000;2000;0;0;0;0;0;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0071;Santa Cruz;Urbana;150;50;0;0;0;0;200;24;20;0;0;400;400;0;0;0;0;30;0;0;50;0;0;0;0;0;0;0;600;200;272;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0111;Santa Cruz;Urbana;120;50;0;10;0;50;30;35;80;0;835;0;350;0;0;0;0;0;0;0;0;4200;2350;0;0;0;0;0;0;350;60;0;0;0;800;0;0;0;0;0;95;1000;60;0;0;0;0;0;0;100;0;0;0;0;300;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0151;Santa Cruz;Urbana;100;0;0;25;150;30;30;60;0;300;0;0;0;0;1000;0;400;0;30;0;0;4600;0;0;0;0;0;0;250;250;98;0;0;0;700;0;0;0;0;0;0;0;0;0;0;0;0;0;300;500;0;0;0;0;0;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0201;Santa Cruz;Urbana;60;600;0;0;0;0;80;20;25;0;0;0;0;0;120;0;90;50;0;0;0;0;0;0;0;500;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;400;0;0;0;0;0;0;700;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0241;Santa Cruz;Urbana;45;30;0;0;0;0;70;10;0;0;0;300;80;130;180;0;90;0;0;0;0;0;0;0;0;0;0;0;0;120;160;180;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1000;0;0;0;0;800;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0291;Santa Cruz;Urbana;100;0;0;20;0;0;50;10;60;0;0;40;300;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;340;100;140;140;0;300;0;0;0;0;0;0;0;600;0;0;0;0;600;0;650;2000;0;0;0;0;0;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0331;Santa Cruz;Urbana;100;300;0;0;0;0;50;20;20;0;0;80;100;60;200;0;150;80;0;0;0;0;0;0;0;0;0;0;0;60;150;120;0;150;0;0;0;0;0;0;300;0;0;0;0;0;150;0;140;200;0;0;0;0;0;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0381;Santa Cruz;Urbana;80;40;0;0;0;0;25;0;0;0;0;0;0;100;350;0;400;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0421;Santa Cruz;Urbana;150;200;0;0;0;25;80;15;0;0;0;450;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;500;0;0;0;0;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0461;Santa Cruz;Urbana;250;360;0;16;180;30;200;60;0;0;0;150;80;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;270;100;100;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;300;0;600;1500;150;0;0;0;1200;0;0;713-05199491481-A;13;410,013528636701
713-05199491481-A-0511;Santa Cruz;Urbana;100;50;0;24;0;50;50;20;40;0;0;200;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;300;50;50;0;100;100;0;0;0;0;0;0;500;0;0;0;0;0;0;300;500;0;0;0;0;120;0;0;713-05199491481-A;13;410,013528636701
713-05201300857-A-0011;Santa Cruz;Urbana;70;252;0;0;0;0;70;0;30;0;800;48;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;100;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0031;Santa Cruz;Urbana;50;0;0;0;0;0;50;25;0;0;500;200;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;50;150;50;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;300;1000;0;0;0;0;0;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0061;Santa Cruz;Urbana;30;350;0;0;0;0;50;15;0;0;0;0;120;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;450;200;0;0;0;0;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0081;Santa Cruz;Urbana;50;224;0;0;0;40;60;40;30;0;0;0;0;100;0;0;100;60;30;0;0;0;0;0;0;0;0;0;0;60;50;50;0;0;400;400;200;0;50;0;0;0;0;400;100;200;50;0;0;0;0;0;0;0;0;300;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0101;Santa Cruz;Urbana;30;400;0;0;0;0;48;16;30;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;25;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;600;0;0;0;0;0;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0121;Santa Cruz;Urbana;50;100;0;0;0;0;50;20;40;0;0;60;300;0;0;20;0;100;30;0;0;0;0;0;0;0;0;100;0;200;50;50;0;500;300;300;0;0;100;0;0;0;0;0;300;0;200;0;400;1200;240;0;0;0;0;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0141;Santa Cruz;Urbana;100;80;0;0;20;40;50;10;40;0;95;0;150;0;0;0;0;80;40;0;0;0;0;0;0;0;0;0;0;200;0;0;0;300;100;0;0;0;50;0;0;0;150;0;100;0;200;0;500;1100;200;0;0;0;182;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0161;Santa Cruz;Urbana;70;250;0;0;0;30;45;28;40;0;75;100;200;0;0;45;0;100;35;0;0;0;0;0;0;0;0;0;0;200;100;100;0;50;100;150;0;0;100;0;0;0;300;0;200;0;250;0;1500;2000;300;100;0;0;180;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0191;Santa Cruz;Urbana;40;70;0;0;0;0;100;30;40;0;0;35;45;0;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;50;100;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;230;900;80;0;0;0;0;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0211;Santa Cruz;Urbana;20;35;0;0;0;0;60;10;40;0;0;0;55;0;0;0;0;90;10;0;0;0;0;0;0;0;0;0;0;30;20;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;150;500;0;0;0;0;0;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0231;Santa Cruz;Urbana;20;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;20;0;0;0;0;0;0;0;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05201300857-A;13;325,371446143442
713-05201300857-A-0251;Santa Cruz;Urbana;50;30;0;0;0;0;60;20;20;0;0;30;20;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;90;0;80;300;0;0;0;0;0;0;0;713-05201300857-A;13;325,371446143442
713-05202970187-A-0011;Santa Cruz;Urbana;35;100;0;0;0;0;70;16;30;0;0;0;125;0;0;0;0;30;10;0;0;0;0;0;0;0;0;0;0;60;0;0;0;300;300;100;0;0;20;0;0;0;0;0;0;0;200;0;250;800;0;0;900;0;0;100;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0041;Santa Cruz;Urbana;30;100;0;0;0;0;150;25;0;0;0;0;250;0;500;0;0;300;80;0;70;0;0;0;0;0;0;0;0;150;110;110;0;400;280;700;0;0;30;0;0;0;100;0;0;300;0;0;300;700;0;0;3000;0;0;1000;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0071;Santa Cruz;Urbana;30;120;0;0;0;0;50;20;0;0;0;0;250;0;0;0;0;25;25;300;30;0;0;0;0;0;0;0;0;100;90;90;0;150;160;100;50;0;10;20;0;0;0;0;0;50;70;0;200;200;0;0;0;0;0;0;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0131;Santa Cruz;Urbana;150;300;0;0;0;0;100;20;80;0;0;0;400;0;300;0;200;0;0;0;0;0;0;0;0;0;0;0;400;300;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0151;Santa Cruz;Urbana;100;0;0;0;0;0;80;0;40;0;0;0;300;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;200;100;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;1200;0;0;500;0;0;0;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0181;Santa Cruz;Urbana;50;100;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;50;90;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0211;Santa Cruz;Urbana;70;50;0;0;0;0;60;0;0;0;0;0;300;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;500;0;0;0;0;0;0;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0241;Santa Cruz;Urbana;150;400;0;0;200;0;100;20;20;0;0;180;240;0;0;0;0;150;60;0;0;0;0;0;0;0;0;0;0;0;180;120;0;150;200;100;0;0;80;0;0;0;0;0;0;0;0;0;300;1200;200;0;0;0;0;0;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0271;Santa Cruz;Urbana;100;200;18;0;0;0;25;10;0;0;0;0;60;0;0;0;0;150;50;0;0;0;0;0;0;0;0;0;60;0;40;100;0;0;0;0;0;0;0;0;0;200;0;0;80;0;0;0;150;600;0;0;0;0;0;0;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0301;Santa Cruz;Urbana;30;20;0;0;0;0;25;0;20;0;0;0;0;250;350;0;200;80;0;200;100;0;0;0;0;300;0;0;0;0;80;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05202970187-A;13;507,681845599689
713-05202970187-A-0331;Santa Cruz;Urbana;80;200;0;0;100;0;60;14;0;0;0;0;50;0;0;0;0;50;30;0;20;0;0;0;0;0;120;0;40;0;110;100;0;60;100;60;0;0;0;0;0;300;0;0;0;0;0;0;100;400;0;0;0;0;0;0;0;713-05202970187-A;13;507,681845599689
713-05204385510-A-0011;Santa Cruz;Urbana;20;60;0;0;0;0;60;25;0;0;0;60;200;0;0;0;0;70;0;300;70;0;0;0;0;0;0;0;200;150;70;70;0;150;70;70;150;0;0;0;0;0;0;0;0;0;350;0;500;1500;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0051;Santa Cruz;Urbana;50;1000;0;0;0;0;100;20;0;0;0;60;150;0;0;0;0;150;20;0;60;0;0;0;0;0;0;0;0;180;100;0;0;0;0;300;0;0;10;0;0;0;100;0;0;0;0;0;400;800;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0081;Santa Cruz;Urbana;150;180;0;0;400;0;100;40;50;0;0;120;20;0;150;0;0;120;70;0;100;0;0;0;0;0;0;0;100;100;120;70;0;0;200;350;150;0;0;0;80;0;0;400;0;180;0;0;0;400;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0121;Santa Cruz;Urbana;30;300;0;0;100;0;100;15;30;0;0;80;80;0;0;0;0;100;40;0;0;0;0;0;0;0;0;0;400;250;120;0;0;100;150;0;0;0;0;0;0;350;0;0;0;0;50;0;300;1000;60;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0151;Santa Cruz;Urbana;100;500;0;0;200;0;100;18;20;0;0;0;50;0;500;0;0;100;50;0;0;0;0;0;0;0;0;0;0;200;100;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0191;Santa Cruz;Urbana;50;250;0;0;0;0;100;0;50;0;0;200;120;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;115;100;0;0;200;300;0;0;0;0;0;0;0;0;100;0;0;0;200;800;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0221;Santa Cruz;Urbana;50;100;0;0;0;0;50;30;0;0;0;0;60;0;0;0;0;80;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;50;0;200;800;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0251;Santa Cruz;Urbana;20;300;0;0;0;0;100;20;0;0;0;0;0;60;200;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;150;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0291;Santa Cruz;Urbana;50;60;0;0;0;0;0;0;20;0;0;0;120;0;0;0;40;40;0;0;0;0;0;0;0;0;0;0;0;80;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0321;Santa Cruz;Urbana;60;50;0;0;0;0;90;30;40;0;0;50;500;0;0;0;0;200;0;0;24;0;0;0;0;0;0;0;300;300;0;0;0;200;150;0;0;0;120;0;0;400;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0361;Santa Cruz;Urbana;70;120;0;0;0;0;80;20;40;0;0;0;300;0;200;0;100;120;0;0;0;0;0;0;0;0;0;0;0;50;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;800;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05204385510-A-0391;Santa Cruz;Urbana;50;80;0;0;0;0;40;0;0;0;0;0;0;0;0;0;20;20;0;100;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05204385510-A;13;447,305518662681
713-05206002000-A-0021;Santa Cruz;Urbana;80;30;0;0;0;0;70;80;0;0;0;0;0;0;60;0;130;80;0;0;0;0;0;0;0;0;0;0;250;60;140;140;0;280;0;0;0;0;0;0;0;1200;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0051;Santa Cruz;Urbana;50;30;0;0;0;20;50;10;30;0;0;0;0;0;0;0;0;50;0;100;24;0;1300;0;0;0;0;0;600;50;0;0;0;500;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0071;Santa Cruz;Urbana;100;200;0;0;200;0;100;9;20;0;0;0;0;200;350;0;200;200;0;0;50;2500;0;0;0;0;0;0;600;50;200;150;0;100;200;150;200;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0091;Santa Cruz;Urbana;20;90;0;0;150;0;40;20;30;0;0;50;200;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;150;90;90;0;0;0;0;0;0;0;0;0;0;50;700;0;0;500;0;250;500;0;0;0;0;350;200;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0111;Santa Cruz;Urbana;30;50;0;0;0;0;50;30;25;0;0;30;250;0;0;0;0;120;0;80;80;0;1500;0;0;0;0;0;50;100;120;120;0;0;0;0;0;0;50;0;0;0;70;0;0;0;0;0;400;1500;0;0;200;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0131;Santa Cruz;Urbana;120;500;0;0;0;0;80;0;50;1800;300;0;100;0;0;0;0;80;50;0;0;0;0;0;0;0;0;0;0;100;0;150;0;200;0;0;0;0;0;0;0;0;0;0;150;0;0;360;300;800;0;0;0;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0151;Santa Cruz;Urbana;20;80;0;0;0;0;80;30;60;0;0;20;60;0;0;0;0;40;20;0;40;0;0;0;200;0;0;0;0;200;115;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99,9999961853027;0;150;650;0;0;0;0;0;200;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0171;Santa Cruz;Urbana;50;260;0;0;0;0;80;10;80;0;0;200;200;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;300;1000;0;0;0;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0191;Santa Cruz;Urbana;80;200;0;0;0;20;70;10;20;0;0;0;0;200;400;0;150;200;0;0;0;0;0;0;0;0;0;0;200;100;140;140;0;0;200;300;150;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0211;Santa Cruz;Urbana;50;600;0;100;400;0;100;0;0;0;0;200;550;0;250;0;0;60;100;0;150;0;0;0;0;0;0;0;0;0;178;150;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;300;2000;130;0;0;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0231;Santa Cruz;Urbana;20;300;0;32;0;0;50;20;0;0;0;250;150;0;0;0;0;160;0;0;20;0;0;0;0;0;0;0;0;0;115;100;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;200;800;0;0;0;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05206002000-A-0251;Santa Cruz;Urbana;150;500;0;0;100;0;80;20;0;0;0;160;200;0;0;0;0;80;0;0;20;0;0;200;0;0;0;0;0;0;115;100;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;1500;0;0;0;0;0;0;0;713-05206002000-A;13;483,506519618751
713-05207810945-A-0041;Santa Cruz;Urbana;180;500;0;0;500;0;180;30;30;0;0;60;250;0;0;0;0;250;80;0;50;0;0;0;0;0;0;0;80;20;180;70;0;0;300;300;300;0;0;0;80;0;100;0;0;0;0;0;0;300;0;0;0;0;0;0;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0081;Santa Cruz;Urbana;50;600;0;0;0;0;0;20;30;0;0;0;150;0;0;0;0;0;60;0;30;0;0;0;0;0;0;0;0;50;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;500;1000;0;0;0;0;0;0;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0121;Santa Cruz;Urbana;100;200;0;0;200;0;80;10;0;0;0;0;75;0;220;0;100;70;40;0;50;0;0;0;0;0;0;0;0;200;40;50;0;160;80;0;0;0;0;0;0;0;0;0;0;0;200;0;300;400;0;0;0;0;0;0;100;713-05207810945-A;13;490,94508145904
713-05207810945-A-0151;Santa Cruz;Urbana;28;200;0;0;0;0;12;18;0;0;0;0;40;0;600;0;0;40;70;0;20;0;0;0;0;0;300;0;0;30;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0191;Santa Cruz;Urbana;20;60;0;0;0;0;30;0;20;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0231;Santa Cruz;Urbana;65;350;0;0;250;0;83;18;25;0;0;24;35;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;50;300;100;100;0;0;580;340;180;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;1200;0;1200;0;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0271;Santa Cruz;Urbana;35;230;0;0;100;10;75;16;0;0;0;50;30;0;0;0;0;110;0;0;35;0;0;0;0;0;0;0;0;150;120;180;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;350;1000;0;0;0;0;800;150;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0301;Santa Cruz;Urbana;45;280;0;0;0;10;65;16;40;0;0;0;45;0;50;0;0;0;0;0;35;0;0;0;0;0;0;0;0;180;150;100;0;450;130;250;0;0;0;0;0;0;0;0;0;0;100;0;850;1800;0;0;800;0;0;150;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0341;Santa Cruz;Urbana;42;20;0;0;0;0;18;15;0;0;0;0;50;0;600;0;100;50;0;0;70;0;0;0;0;0;0;0;0;200;0;0;0;0;200;300;0;0;0;0;0;0;0;0;0;0;0;0;200;1000;0;0;0;0;0;0;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0381;Santa Cruz;Urbana;36;50;0;0;0;25;38;25;0;0;0;0;50;0;80;0;50;40;28;0;50;0;0;0;0;0;0;0;0;250;50;100;0;320;120;200;0;0;15;0;0;0;0;0;0;0;400;0;250;500;0;0;0;0;0;0;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0421;Santa Cruz;Urbana;300;350;0;0;0;25;75;150;50;0;0;250;400;100;0;0;0;50;0;0;50;0;0;0;0;0;0;0;0;380;100;150;0;200;450;300;0;0;50;0;180;0;400;0;0;0;600;0;500;2500;0;0;0;0;0;0;0;713-05207810945-A;13;490,94508145904
713-05207810945-A-0451;Santa Cruz;Urbana;80;600;0;0;0;0;45;15;30;0;50;0;100;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;300;100;150;0;400;800;600;300;0;12;50;0;0;0;0;0;0;600;0;1000;2000;0;0;1500;0;0;0;0;713-05207810945-A;13;490,94508145904
713-05209287193-A-0031;Santa Cruz;Urbana;30;120;0;0;0;25;50;70;50;0;0;60;100;0;672;0;0;150;80;0;100;0;1500;0;0;0;0;0;0;200;140;0;0;160;100;100;0;0;0;0;0;1500;0;0;150;200;0;0;150;350;0;0;0;0;0;0;0;713-05209287193-A;13;438,379244454334
713-05209287193-A-0061;Santa Cruz;Urbana;20;0;0;0;0;20;30;0;0;0;0;0;0;0;550;0;150;200;50;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05209287193-A;13;438,379244454334
713-05209287193-A-0091;Santa Cruz;Urbana;50;300;0;0;0;0;60;0;20;0;0;0;0;120;500;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;200;600;130;0;0;0;0;0;0;713-05209287193-A;13;438,379244454334
713-05209287193-A-0121;Santa Cruz;Urbana;40;200;0;0;0;0;50;15;0;0;0;0;0;50;0;0;350;60;0;0;70;0;0;0;0;0;0;0;0;0;20;40;0;0;300;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;713-05209287193-A;13;438,379244454334
713-05209287193-A-0141;Santa Cruz;Urbana;100;50;0;0;0;0;100;30;30;0;0;100;400;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;200;180;199;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05209287193-A;13;438,379244454334
713-05209287193-A-0171;Santa Cruz;Urbana;30;0;0;0;0;0;90;58;25;0;0;0;0;0;0;0;20;20;0;500;0;0;0;0;0;100;0;100;0;20;120;150;0;300;400;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;713-05209287193-A;13;438,379244454334
713-05209287193-A-0201;Santa Cruz;Urbana;90;800;0;0;0;0;150;0;50;1000;35;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;140;150;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;570;2000;0;150;0;0;0;0;0;713-05209287193-A;13;438,379244454334
