"","folio","depto","area","s07a_01","s07a_01e","s07a_02","s07a_03","s07a_04","s07a_05","s07a_06","s07a_07_1","s07a_07_2","s07a_07_3","s07a_07_4","upm","estrato","factor"
"8357","713-05201205673-A-0041","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","2. No","713-05201205673-A",13,452.306373554401
"8358","713-05201205673-A-0061","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","713-05201205673-A",13,452.306373554401
"8359","713-05201205673-A-0081","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","2. No","1. Si","713-05201205673-A",13,452.306373554401
"8360","713-05201205673-A-0101","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","1. Si","2. No","713-05201205673-A",13,452.306373554401
"8361","713-05201205673-A-0121","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","2. No","2. No","1. Si","713-05201205673-A",13,452.306373554401
"8362","713-05201205673-A-0141","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","713-05201205673-A",13,452.306373554401
"8363","713-05201205673-A-0161","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","713-05201205673-A",13,452.306373554401
"8364","713-05201205673-A-0181","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","713-05201205673-A",13,452.306373554401
"8365","713-05201205673-A-0201","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","2. No","713-05201205673-A",13,452.306373554401
"8366","713-05201205673-A-0221","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","713-05201205673-A",13,452.306373554401
"8367","713-05201205673-A-0241","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","713-05201205673-A",13,452.306373554401
"8368","713-05202847199-A-0021","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","2. No","1. Si","713-05202847199-A",13,558.731402626025
"8369","713-05202847199-A-0051","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","1. Si","713-05202847199-A",13,558.731402626025
"8370","713-05202847199-A-0071","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","713-05202847199-A",13,558.731402626025
"8371","713-05202847199-A-0101","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","2. No","1. Si","713-05202847199-A",13,558.731402626025
"8372","713-05202847199-A-0131","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","1. Si","2. No","713-05202847199-A",13,558.731402626025
"8373","713-05202847199-A-0161","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","1. Si","2. No","713-05202847199-A",13,558.731402626025
"8374","713-05202847199-A-0191","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05202847199-A",13,558.731402626025
"8375","713-05202847199-A-0221","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05202847199-A",13,558.731402626025
"8376","713-05202847199-A-0241","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","713-05202847199-A",13,558.731402626025
"8377","713-05202847199-A-0271","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","713-05202847199-A",13,558.731402626025
"8378","713-05202847199-A-0301","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","713-05202847199-A",13,558.731402626025
"8379","713-05202847199-A-0331","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","1. Si","1. Si","713-05202847199-A",13,558.731402626025
"8380","713-05204095828-A-0041","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","2. No","1. Si","713-05204095828-A",13,455.469355187649
"8381","713-05204095828-A-0071","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","1. Si","1. Si","713-05204095828-A",13,455.469355187649
"8382","713-05204095828-A-0101","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","1. Si","2. No","713-05204095828-A",13,455.469355187649
"8383","713-05204095828-A-0131","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","2. No","1. Si","713-05204095828-A",13,455.469355187649
"8384","713-05204095828-A-0201","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","2. No","2. No","1. Si","713-05204095828-A",13,455.469355187649
"8385","713-05204095828-A-0231","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","2. No","1. Si","713-05204095828-A",13,455.469355187649
"8386","713-05204095828-A-0261","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","2. No","2. No","1. Si","713-05204095828-A",13,455.469355187649
"8387","713-05204095828-A-0301","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"1. Si","1. Si","2. No","1. Si","713-05204095828-A",13,455.469355187649
"8388","713-05204095828-A-0331","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","2. No","1. Si","713-05204095828-A",13,455.469355187649
"8389","713-05204095828-A-0361","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","713-05204095828-A",13,455.469355187649
"8390","713-05204095828-A-0391","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","1. Si","713-05204095828-A",13,455.469355187649
"8391","713-05205724878-A-0021","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8392","713-05205724878-A-0022","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","2. Letrina de pozo ciego con piso",NA,"1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8393","713-05205724878-A-0051","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","2. No","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8394","713-05205724878-A-0071","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8395","713-05205724878-A-0101","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8396","713-05205724878-A-0161","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8397","713-05205724878-A-0191","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8398","713-05205724878-A-0221","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","713-05205724878-A",13,487.620133200895
"8399","713-05205724878-A-0241","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","2. Letrina de pozo ciego con piso",NA,"1. Si","2. No",NA,"2. No","1. Si","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8400","713-05205724878-A-0271","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8401","713-05205724878-A-0301","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8402","713-05205724878-A-0331","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","2. No","1. Si","713-05205724878-A",13,487.620133200895
"8403","713-05207489417-A-0031","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","2. No","1. Si","713-05207489417-A",13,602.41244477795
"8404","713-05207489417-A-0111","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","713-05207489417-A",13,602.41244477795
"8405","713-05207489417-A-0191","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","713-05207489417-A",13,602.41244477795
"8406","713-05207489417-A-0261","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","2. No","2. No","713-05207489417-A",13,602.41244477795
"8407","713-05207489417-A-0341","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05207489417-A",13,602.41244477795
"8408","713-05207489417-A-0411","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","1. Si","2. No","713-05207489417-A",13,602.41244477795
"8409","713-05207489417-A-0491","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05207489417-A",13,602.41244477795
"8410","713-05207489417-A-0561","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","2. No","1. Si","713-05207489417-A",13,602.41244477795
"8411","713-05207489417-A-0641","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","713-05207489417-A",13,602.41244477795
"8412","713-05207489417-A-0721","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","713-05207489417-A",13,602.41244477795
"8413","713-05207489417-A-0791","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","713-05207489417-A",13,602.41244477795
"8414","713-05207489417-A-0871","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","713-05207489417-A",13,602.41244477795
"8415","713-05210396226-A-0031","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","713-05210396226-A",13,751.524436059621
"8416","713-05210396226-A-0081","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","713-05210396226-A",13,751.524436059621
"8417","713-05210396226-A-0121","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","713-05210396226-A",13,751.524436059621
"8418","713-05210396226-A-0161","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","713-05210396226-A",13,751.524436059621
"8419","713-05210396226-A-0211","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05210396226-A",13,751.524436059621
"8420","713-05210396226-A-0251","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05210396226-A",13,751.524436059621
"8421","713-05210396226-A-0291","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05210396226-A",13,751.524436059621
"8422","713-05210396226-A-0341","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05210396226-A",13,751.524436059621
"8423","713-05210396226-A-0381","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","713-05210396226-A",13,751.524436059621
"8424","713-05210396226-A-0421","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05210396226-A",13,751.524436059621
"8425","713-05210396226-A-0471","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","713-05210396226-A",13,751.524436059621
"8426","713-05210396226-A-0511","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","2. No","1. Si","713-05210396226-A",13,751.524436059621
"8427","713-05211896960-A-0011","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","713-05211896960-A",13,630.568297249371
"8428","713-05211896960-A-0071","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","713-05211896960-A",13,630.568297249371
"8429","713-05211896960-A-0131","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","2. No","1. Si","713-05211896960-A",13,630.568297249371
"8430","713-05211896960-A-0181","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","713-05211896960-A",13,630.568297249371
"8431","713-05211896960-A-0241","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","2. No","2. No","1. Si","713-05211896960-A",13,630.568297249371
"8432","713-05211896960-A-0301","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","713-05211896960-A",13,630.568297249371
"8433","713-05211896960-A-0351","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","713-05211896960-A",13,630.568297249371
"8434","713-05211896960-A-0411","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","2. No","1. Si","713-05211896960-A",13,630.568297249371
"8435","713-05211896960-A-0471","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","713-05211896960-A",13,630.568297249371
"8436","713-05211896960-A-0521","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","713-05211896960-A",13,630.568297249371
"8437","713-05211896960-A-0581","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","713-05211896960-A",13,630.568297249371
"8438","713-05211896960-A-0641","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","713-05211896960-A",13,630.568297249371
"8439","713-05213112547-A-0041","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","713-05213112547-A",13,668.021720941885
"8440","713-05213112547-A-0071","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","2. No","713-05213112547-A",13,668.021720941885
"8441","713-05213112547-A-0101","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","2. No","1. Si","2. No","713-05213112547-A",13,668.021720941885
"8442","713-05213112547-A-0131","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","2. No","2. No","1. Si","713-05213112547-A",13,668.021720941885
"8443","713-05213112547-A-0171","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05213112547-A",13,668.021720941885
"8444","713-05213112547-A-0201","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","713-05213112547-A",13,668.021720941885
