"","folio","depto","area","s07a_01","s07a_01e","s07a_02","s07a_03","s07a_04","s07a_05","s07a_06","s07a_07_1","s07a_07_2","s07a_07_3","s07a_07_4","upm","estrato","factor"
"5823","421-04535841625-A-0021","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","5. Ninguno (Arbusto/Campo)",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
"5824","421-04535841625-A-0031","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
"5825","421-04535841625-A-0041","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
"5826","421-04535841625-A-0061","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
"5827","421-04535841625-A-0071","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","421-04535841625-A",11,152.070346339582
"5828","421-04535841625-A-0081","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
"5829","421-04535841625-A-0091","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
"5830","421-04535841625-A-0101","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
"5831","421-04535841625-A-0111","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
"5832","421-04535841625-A-0131","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
"5833","421-04535841625-A-0141","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","421-04535841625-A",11,152.070346339582
"5834","422-04535469208-A-0011","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","2. Letrina de pozo ciego con piso",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","422-04535469208-A",12,212.203518352809
"5835","422-04535469208-A-0031","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","2. Letrina de pozo ciego con piso",NA,"1. Si","2. No",NA,"2. No","2. No","1. Si","2. No","422-04535469208-A",12,212.203518352809
"5836","422-04535469208-A-0041","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","422-04535469208-A",12,212.203518352809
"5837","422-04535469208-A-0051","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","2. Letrina de pozo ciego con piso",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","422-04535469208-A",12,212.203518352809
"5838","422-04535469208-A-0071","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","2. Letrina de pozo ciego con piso",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","422-04535469208-A",12,212.203518352809
"5839","422-04535469208-A-0081","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","1. Si","422-04535469208-A",12,212.203518352809
"5840","422-04535469208-A-0091","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","422-04535469208-A",12,212.203518352809
"5841","422-04535469208-A-0111","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","1. Si","422-04535469208-A",12,212.203518352809
"5842","422-04535469208-A-0121","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","2. No","2. No","422-04535469208-A",12,212.203518352809
"5843","422-04535469208-A-0131","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","422-04535469208-A",12,212.203518352809
"5844","422-04535469208-A-0151","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","422-04535469208-A",12,212.203518352809
"5845","422-04535469208-A-0161","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","422-04535469208-A",12,212.203518352809
"5846","422-04543089871-A-0021","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","5. Ninguno (Arbusto/Campo)",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","2. No","422-04543089871-A",12,158.445293703431
"5847","422-04543089871-A-0041","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","5. Ninguno (Arbusto/Campo)",NA,"1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","422-04543089871-A",12,158.445293703431
"5848","422-04543089871-A-0061","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","422-04543089871-A",12,158.445293703431
"5849","422-04543089871-A-0081","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","422-04543089871-A",12,158.445293703431
"5850","422-04543089871-A-0101","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","422-04543089871-A",12,158.445293703431
"5851","422-04543089871-A-0121","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","422-04543089871-A",12,158.445293703431
"5852","422-04543089871-A-0141","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","5. Ninguno (Arbusto/Campo)",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","422-04543089871-A",12,158.445293703431
"5853","422-04543089871-A-0161","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","422-04543089871-A",12,158.445293703431
"5854","422-04543089871-A-0181","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","2. Letrina de pozo ciego con piso",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","2. No","2. No","1. Si","422-04543089871-A",12,158.445293703431
"5855","422-04543089871-A-0201","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","2. Letrina de pozo ciego con piso",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","422-04543089871-A",12,158.445293703431
"5856","422-04543089871-A-0221","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","5. Ninguno (Arbusto/Campo)",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","422-04543089871-A",12,158.445293703431
"5857","422-04543089871-A-0241","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","5. Ninguno (Arbusto/Campo)",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","422-04543089871-A",12,158.445293703431
"5858","423-04538302004-A-0041","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","423-04538302004-A",13,229.825932328839
"5859","423-04538302004-A-0071","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","423-04538302004-A",13,229.825932328839
"5860","423-04538302004-A-0101","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","423-04538302004-A",13,229.825932328839
"5861","423-04538302004-A-0131","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","423-04538302004-A",13,229.825932328839
"5862","423-04538302004-A-0171","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","423-04538302004-A",13,229.825932328839
"5863","423-04538302004-A-0201","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","423-04538302004-A",13,229.825932328839
"5864","423-04538302004-A-0231","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","423-04538302004-A",13,229.825932328839
